City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
285,tsihombe,20,ID,1602724873,66,-5.32,119.37,87.8,2.24
286,coahuayana,98,ID,1602724875,81,-5.67,132.75,81.88,15.26
287,rawson,90,CA,1602724877,100,50.2,-66.38,46.4,8.05
288,santa maria,75,GB,1602724628,81,58.21,-6.39,48.2,3.36
289,cerro de pasco,40,AU,1602724881,53,-20.02,148.23,77,21.92
290,wanning,100,ID,1602724883,94,-3.37,135.48,75.43,2.89
291,makarov,29,BR,1602724885,78,-2.79,-49.67,77.04,1.74
292,vallenar,2,GN,1602724887,97,8.44,-10.33,68.61,1.81
293,reyes,20,NC,1602724788,61,-22.28,166.46,80.6,14.99
294,rungata,0,MZ,1602724892,67,-14.8,36.54,67.23,6.38
295,miami beach,99,SE,1602724894,70,57.64,18.3,50,18.34
296,guelengdeng,100,AO,1602724896,84,-11.21,13.84,72.68,4.43
297,iqaluit,71,FR,1602724898,81,46.09,3.45,44.6,4.7
298,kamaishi,100,AU,1602724900,96,-41.17,146.35,57,4
299,kihei,0,AR,1602724902,84,-38.55,-58.74,48,4
300,suntar,5,GL,1602724904,83,60.14,-45.24,37.06,0.38
301,sitka,5,US,1602724907,25,43.52,-114.32,50,10.29
302,haines junction,100,AU,1602724911,37,-34.73,135.87,76.26,20.62
303,portel,20,IL,1602724913,78,31.61,34.76,72,3.36
304,roswell,3,SO,1602724915,84,9.49,50.81,78.55,14.88
305,souillac,20,LK,1602724917,100,6.12,81.12,78.8,11.41
306,hoi an,75,SV,1602724922,100,13.28,-88.55,75.2,6.93
307,auki,100,CN,1602724926,67,34.08,119.72,63.23,8.01
308,alanya,1,CA,1602724928,58,45.9,-77.33,53.6,3.36
309,bonavista,90,US,1602724930,81,57.79,-152.41,48.2,3.36
310,arari,38,MV,1602724932,76,-0.6,73.08,82.27,12.19
311,santiago del estero,42,EC,1602724937,86,-2.23,-80.9,69.71,8.63
312,galesong,1,US,1602724921,78,25.9,-97.5,82.4,9.17
313,tual,98,FO,1602724941,67,61.47,-6.81,46.02,9.15
314,sept-iles,69,GL,1602724943,89,66.94,-53.67,33.96,8.68
315,stornoway,35,ZM,1602724945,88,-11.74,24.43,63.46,4.23
316,bowen,0,MX,1602724947,44,24.89,-105.07,63.5,5.39
317,nabire,90,CA,1602724950,100,50.1,-91.92,37.4,4.7
318,baiao,0,SS,1602724952,81,7.27,28.68,71.42,1.01
319,koindu,75,BB,1602724954,88,13.22,-59.52,75.2,9.17
320,noumea,100,IS,1602724956,82,64.89,-23.71,46.76,24.25
321,cuamba,0,GL,1602724958,88,60.92,-46.05,32,1.12
322,visby,1,US,1602724960,77,43.41,-124.22,62.01,13.87
323,sumbe,40,OM,1602724962,73,17.02,54.09,77,3.36
324,hauterive,54,RU,1602724965,98,65.82,87.98,23.13,8.3
325,devonport,79,GL,1602724967,81,64.18,-51.72,33.8,6.24
326,necochea,1,US,1602724969,83,28.71,-81.21,78.01,3.36
327,nanortalik,21,CO,1602724971,98,1.2,-70.17,72.1,1.99
328,hailey,100,ID,1602724973,63,-6.88,112.38,84.99,5.3
329,nguiu,30,SO,1602724978,85,4.12,43.89,72.32,14.9
330,port lincoln,40,PA,1602724980,88,9.55,-79.65,77,3.36
331,gat,0,PK,1602724984,24,31.22,72.98,70.52,2.59
332,bandarbeyla,100,RU,1602724986,95,57.8,158.67,41.31,13.8
333,hambantota,0,CL,1602724988,81,-37.62,-73.65,50.95,15.88
334,taburi,0,CN,1602724991,54,42.8,93.45,45.34,13.2
335,puerto el triunfo,76,RU,1602724993,95,63.93,31.65,32.43,6.69
336,viligili,100,CV,1602724995,76,14.9,-24.5,81.05,7.18
337,yunhe,0,AU,1602724997,14,-20.32,118.57,98.6,19.46
338,petawawa,0,NA,1602724871,91,-22.12,14.28,59,1.99
339,kodiak,57,CD,1602725001,93,-6.47,16.82,68.41,0.94
340,hithadhoo,1,US,1602724956,10,34.87,-111.76,80.6,6.93
341,attawapiskat,0,AU,1602724947,44,-35.35,150.47,77,10.29
342,la libertad,64,PE,1602725008,81,-11.1,-77.61,62.91,9.17
343,brownsville,40,IN,1602725012,94,8.13,77.3,80.6,2.24
344,vagur,20,JM,1602725014,74,17.88,-76.41,84.2,8.05
345,sisimiut,90,RU,1602725018,93,64.38,-173.3,39.2,15.66
346,mwinilunga,100,GB,1602725020,79,51.38,1.39,60.01,5.99
347,nuevo ideal,20,MU,1602725023,84,-20.01,57.66,70,3
348,sioux lookout,7,MG,1602725027,86,-14.27,50.17,70.83,7.14
349,tonj,20,AL,1602725029,76,41.19,19.56,57.2,3.36
350,bathsheba,3,PE,1602725031,79,-7.84,-79.15,64.58,5.88
351,olafsvik,97,NO,1602725033,76,70.86,29.09,41.04,22.19
352,narsaq,20,CO,1602725035,94,10.99,-74.95,78.8,2.24
353,north bend,75,PF,1602725038,69,-17.53,-149.33,82.4,9.17
354,salalah,0,PK,1602725044,25,31.79,71.1,72.48,4.45
355,turukhansk,95,MX,1602725046,87,19.48,-101.52,63,2.21
356,nuuk,2,AO,1602725048,84,-15.2,12.15,64.58,2.62
357,seminole,100,RU,1602725050,94,62.67,131.17,19.45,2.46
358,mitu,0,AR,1602725023,66,-45.87,-67.5,50,6.93
359,paciran,20,CA,1602725055,100,49.78,-74.85,37.4,2.24
360,balimo,20,RU,1602725057,80,56.45,138.17,30.24,12.77
361,xuddur,20,GF,1602725059,94,4.93,-52.33,77,1.12
362,portobelo,8,AU,1602725061,24,-30.32,149.78,78.8,8.05
363,dzhusaly,0,NZ,1602725063,56,-35.17,173.17,61.11,12.15
364,dijkot,0,RU,1602725067,62,51.85,42.47,50.58,7.09
365,tigil,100,CN,1602724825,80,29.34,104.78,57.4,3.62
366,lebu,97,BG,1602725071,8,43.99,22.87,51.01,3.6
367,hami,90,CA,1602725074,100,45.62,-61.35,59,16.11
368,muyezerskiy,0,FI,1602725076,100,62.69,25.82,28.99,1.12
369,sao filipe,1,US,1602725078,66,21.39,-158.15,84.2,10.29
370,port hedland,100,ID,1602725080,83,0.7,108.9,79.95,8.34
371,henties bay,0,ES,1602725082,72,41.05,-0.13,51.01,21
372,kasongo-lunda,76,PG,1602725084,67,-6.12,141.29,85.6,3.53
373,sedona,20,JP,1602725086,47,43.32,145.57,55.4,8.05
374,ulladulla,100,RU,1602725088,97,62.55,155.55,30.74,4.03
375,hualmay,100,RO,1602725091,83,44.2,23.05,51.01,8.28
376,aflu,0,SE,1602725093,87,63.18,14.64,42.8,20.8
377,manavalakurichi,0,IS,1602725095,70,66.04,-17.34,39.2,8.05
378,morant bay,75,NO,1602725097,93,63.73,8.83,46.4,6.93
379,scottsburgh,27,CA,1602725099,53,47.6,-53.26,54,13.33
380,provideniya,40,MU,1602725101,94,-20.41,57.7,69.8,6.4
381,margate,100,MV,1602725103,77,6.88,73.1,82.42,22.86
382,grand gaube,0,NE,1602725105,18,19.75,10.25,77.11,1.97
383,saryshagan,40,BR,1602724984,74,-8.01,-34.86,78.8,8.05
384,sambava,75,CA,1602725110,62,65.28,-126.83,21.2,10.29
385,kavaje,0,BR,1602725112,91,-6.46,-36.2,66.45,13.4
386,chicama,20,MG,1602725114,88,-15.72,46.32,75.2,5.82
387,berlevag,90,AU,1602725116,63,-38.18,144.47,70,10.29
388,puerto colombia,1,US,1602725118,88,33.19,-82.53,69.8,3.36
389,tiarei,0,US,1602725120,69,29.85,-90.11,75.99,4.74
390,morrelganj,56,NE,1602725122,16,14.97,8.89,88.3,9.4
391,mahadday weyne,0,BR,1602725124,67,1,-52,79,5.97
392,darya khan,100,PH,1602725129,70,11.14,123.72,82.54,2.51
393,cuanajo,69,AO,1602725131,78,-12.58,13.41,71.96,2.46
394,namibe,42,NI,1602724927,86,12.34,-83.67,79.88,8.25
395,borogontsy,31,CO,1602724956,93,3.87,-67.92,75.25,2.55
396,comodoro rivadavia,90,PH,1602725137,83,14.92,120.55,80.6,9.17
397,chapais,0,CN,1602725139,55,45.33,122.78,42.31,4.85
398,ayan,1,US,1602725142,53,36.62,-121.92,79,3.36
399,cayenne,98,MX,1602725144,34,23.8,-100.73,78.08,2.84
400,narrabri,0,IR,1602725146,33,26.56,54.88,73.4,6.93
401,ahipara,0,CN,1602725148,55,42.12,118.78,44.62,7.38
402,cagayan de tawi-tawi,0,IN,1602725150,72,34.17,77.58,34.61,2.48
403,muchkapskiy,1,US,1602725152,35,39.45,-86.18,70,13.87
404,zigong,0,PT,1602725154,88,37.32,-8.8,51.01,1.01
405,vidin,83,RU,1602725156,90,50.6,97.52,26.67,1.7
406,port hawkesbury,16,ES,1602725159,100,43.52,-8.15,51.8,2.24
407,aanekoski,0,SY,1602725161,84,35.3,37.18,61.03,5.14
408,nanakuli,0,ZA,1602725163,75,-28.78,32.04,63.01,9.64
409,sungairaya,7,CN,1602725165,49,41.76,86.15,48.18,7.47
410,alcaniz,100,RU,1602725167,60,52.57,78.94,44.62,13.71
411,kiunga,75,US,1602724377,78,29.76,-95.36,81,13.87
412,nemuro,13,BR,1602725172,83,-8.9,-35.15,75.7,8.75
413,dukat,75,CA,1602724962,58,50.23,-99.47,28.4,8.05
414,darvari,1,US,1602725176,7,35.02,-110.7,78.8,3.36
415,ostersund,95,NC,1602725178,71,-21.57,165.48,77.22,11.9
416,husavik,100,ID,1602725180,73,-2.08,101.38,71.91,1.1
417,sistranda,0,GY,1602725182,94,6,-58.3,77,3.85
418,bay roberts,96,RU,1602725184,49,48.58,45.74,49.89,9.6
419,mahebourg,0,RU,1602725187,96,65.7,82.47,27.57,13.69
420,dhidhdhoo,0,ZA,1602725189,41,-34,24.73,56.64,6.24
421,agadez,40,TW,1602725077,65,22.76,121.14,82.4,5.82
422,olinda,100,CN,1602725193,91,25.8,113.03,64.44,4.27
423,norman wells,79,CI,1602725195,98,6.55,-7.5,70.36,0.96
424,nova floresta,68,GH,1602725197,91,4.88,-1.76,76.19,8.32
425,mahajanga,0,ML,1602725201,18,22.68,-3.98,90.9,5.84
426,leopold,0,AU,1602724939,12,-25.24,130.99,84.2,14.99
427,avera,93,CN,1602725206,72,29.96,122.3,69.1,17.38
428,estelle,100,RU,1602725208,82,57.63,92.27,41.58,16.67
429,tanout,100,RU,1602725210,90,57.79,108.11,33.3,11.97
430,amapa,3,PE,1602725212,96,-12.12,-73,68.4,3.09
431,sofiysk,100,AU,1602725214,36,-37.88,147.98,82.99,8.99
432,sulangan,100,RU,1602725217,58,55.04,59.04,43.77,7.7
433,benguela,5,MX,1602725018,78,22.89,-109.91,84,3.36
434,laguna de perlas,20,CN,1602725221,34,39.45,75.98,51.8,8.95
435,inirida,100,CO,1602725223,72,11.78,-72.44,83.57,4.36
436,lubao,100,RU,1602725225,62,53.83,80.34,45.91,15.97
437,taonan,1,US,1602725227,81,40.6,-77.57,50,2.68
438,pacific grove,100,CN,1602725229,77,34.37,107.36,50.76,2.24
439,cedral,75,JP,1602725232,71,40.2,140.02,55.4,3.36
440,bandar-e lengeh,1,US,1602725055,34,37.77,-122.42,78.8,17.22
441,mujiayingzi,99,NC,1602725236,71,-20.97,164.7,78.78,7.96
442,leh,100,ID,1602725238,61,-6.88,112.21,85.21,8.48
443,bud,90,CA,1602725219,100,50.03,-66.87,46.4,8.05
444,aljezur,90,AU,1602725242,82,-37.83,140.77,59,16.11
445,kungurtug,100,AU,1602725249,88,-38.27,141.97,59.02,19.6
446,naron,61,MX,1602725251,32,26.93,-105.4,68.77,3
447,abu samrah,0,NE,1602725253,12,18.74,7.39,89.91,8.25
448,richards bay,40,CA,1602725255,67,68.22,-135.01,23,4.7
449,korla,100,IN,1602725257,80,22.17,73.58,79.45,6.2
450,kulunda,0,UZ,1602725259,61,40.43,71.72,50,6.93
451,houston,100,CN,1602725263,72,28.68,121.44,73.99,11.05
452,sao jose da coroa grande,100,RU,1602725266,94,65.83,31.17,37.33,8.41
453,neepawa,0,BS,1602725268,76,26.54,-77.06,81.34,12.84
454,winslow,0,RU,1602725270,96,60.73,56.72,30.54,3.27
455,bourail,20,CA,1602725272,54,44.08,-80.2,53.6,13.87
456,sungaipenuh,100,CN,1602725274,1,30.99,103.94,62.01,1.61
457,linden,100,CF,1602725278,87,8.08,22.4,68.95,2.13
458,kapustin yar,0,AU,1602725280,34,-23.53,148.17,78.8,4.7
459,krasnoselkup,40,EC,1602725283,83,-0.95,-80.73,73.4,10.29
460,kruisfontein,15,IN,1602725285,93,25.52,90.22,73.98,2.91
461,taitung,100,VN,1602725229,86,10.93,108.1,79.57,10.04
462,chenzhou,99,TZ,1602725289,82,-8.38,36.67,74.39,7.43
463,guiglo,75,US,1602725291,87,58.3,-134.42,46,11.41
464,takoradi,40,VN,1602725293,88,11.92,109.16,82.4,3.36
465,jinchengjiang,1,US,1602725296,57,42.25,-75.83,52,5.82
466,taoudenni,87,MX,1602725300,80,15.85,-97.07,81.75,7.23
467,yulara,92,NG,1602725302,87,10.61,12.19,73.29,3.02
468,shenjiamen,100,IN,1602725304,82,11.67,92.75,80.22,13.58
469,pirovskoye,40,US,1602725306,65,21.4,-157.74,82.4,9.17
470,kirensk,20,BJ,1602725308,88,6.5,2.6,78.8,3.36
471,pangoa,58,GA,1602725311,84,-1.57,9.26,74.05,8.12
472,lakes entrance,90,PH,1602725313,74,14.35,121.02,84.2,5.82
473,satka,42,PE,1602725315,74,-16.62,-72.71,60.75,2.62
474,cabo san lucas,9,BR,1602725317,84,-9.01,-35.22,75.18,8.59
475,kashi,0,MN,1602725321,80,46.68,113.28,31.01,7.61
476,manaure,100,BR,1602725323,67,-9.88,-56.09,75.61,1.34
477,pankrushikha,92,RU,1602725326,93,43.58,45.52,46.4,4.47
478,lewistown,40,VU,1602725328,84,-13.88,167.55,86,5.82
479,guozhen,0,NA,1602725330,61,-28.55,16.43,63.16,6.08
480,noshiro,92,IS,1602725332,82,63.44,-20.27,48.04,30.29
481,san francisco,99,ID,1602725334,80,-0.89,119.87,79.05,0.63
482,voh,100,GN,1602725337,94,10.94,-14.3,73.94,1.23
483,labuhan,100,RU,1602725339,87,61.67,96.37,39.76,10.76
484,port-cartier,20,US,1602725205,69,46.87,-96.77,42.01,11.41
485,mount gambier,100,RU,1602725343,78,56.35,78.36,47.98,16.4
486,kuhestan,40,BR,1602725345,83,-5.2,-35.46,77,8.05
487,zlatoustovsk,78,RE,1602725347,68,-21.15,55.28,71.6,6.93
488,codrington,90,CA,1602725350,74,55.3,-123.17,41,3.36
489,valle de allende,1,US,1602725352,72,34.77,-92.3,64.99,6.93
490,arlit,0,CL,1602725321,71,-39.81,-73.25,55.4,3.36
491,aklavik,100,RU,1602725356,98,66.32,-179.17,30.6,4.94
492,sankheda,0,CN,1602725358,60,43.8,87.6,42.8,2.24
493,komsomolskiy,100,RU,1602725360,93,54.81,105.16,32.86,6.04
494,marcona,98,AR,1602725215,67,-34.65,-58.62,71.01,3
495,jiaojiang,61,PG,1602725365,85,-10.62,150.67,79.05,16.42
496,pyaozerskiy,100,ID,1602725367,76,-1.4,120.75,79.52,0.96
497,marsh harbour,100,AU,1602725369,28,-33.18,138.02,82.4,9.17
498,nyrob,18,SL,1602725371,89,7.53,-12.51,76.86,5.28
499,shelburne,0,AU,1602725373,31,-20.73,139.5,87.8,10.29
500,tianpeng,0,NZ,1602725375,57,-35.62,174.5,66.99,5.99
501,ngukurr,0,PK,1602725378,26,32.88,71.57,71.22,1.1
502,ouadda,20,PR,1602725382,88,18.33,-65.65,78.8,3.36
503,emerald,75,KH,1602725384,83,10.62,104.18,82.4,6.93
504,manta,100,RU,1602725389,61,52.27,79.17,43.97,12.39
505,tura,100,RU,1602725391,95,68.53,146.42,20.71,4.7
506,phan thiet,21,TZ,1602725393,82,-7.91,39.67,78.75,14.5
507,lupiro,1,RU,1602725395,95,66.08,76.63,31.24,16.08
508,juneau,37,BW,1602725303,44,-18.37,21.85,67.53,3.91
509,cam ranh,12,BR,1602725173,61,-14.41,-56.45,78.53,8.3
510,broome,0,TR,1602725402,57,38.74,34.04,50,2.04
511,bur gabo,99,RU,1602725405,96,63.01,112.47,27.75,11.97
512,puerto escondido,1,US,1602725407,53,29.94,-89.96,75.99,6.93
513,biu,62,ID,1602725410,38,-9.11,124.89,88.09,2.19
514,port blair,100,CD,1602725412,87,1.57,30.25,61.32,2.1
515,kailua,75,JP,1602725414,93,34.67,138.95,64.4,17.22
516,porto novo,0,KZ,1602725416,64,47.8,67.71,39.2,1.7
517,omboue,1,MX,1602725418,18,29.57,-104.42,87.8,3.36
518,san pedro,75,KR,1602725341,32,37.57,126.98,53.6,3.36
519,camana,1,CA,1602725363,66,43.36,-80.31,52,9.17
520,maragogi,100,PH,1602725425,81,12.18,125.51,81.46,1.41
521,rawannawi,0,SA,1602725252,31,24.69,46.72,64.4,2.24
522,baruun-urt,40,TZ,1602725429,88,-6.43,39.55,78.8,7.23
523,alta floresta,20,AI,1602725431,78,18.22,-63.06,82.4,6.93
524,kalinovskaya,32,JM,1602725433,83,17.89,-77.59,77.63,5.59
525,sola,100,MX,1602725438,89,18.42,-95.12,72.14,2.91
526,oranjemund,30,RU,1602725440,86,62.72,147.95,29.14,1.21
527,vestmannaeyjar,0,US,1602725442,34,38.77,-120.52,78.01,4.81
528,palu,70,EC,1602725444,97,0.08,-76.88,70.45,2.01
529,boke,32,MX,1602725451,74,23.02,-98.88,84,5.01
530,baykit,20,BR,1602725453,78,-0.12,-51.29,82.4,9.17
531,moorhead,49,ID,1602725455,64,-8.62,122.21,85.1,0.72
532,severnoye,75,JP,1602725458,72,36.3,139.8,69.01,16.11
533,touros,0,KZ,1602725460,49,43.3,52.8,50.43,10.8
534,saint-leu,100,MX,1602725462,79,18.7,-95.5,80.78,5.19
535,mackenzie,8,MX,1602725464,83,16.52,-98.75,81.61,8.93
536,pulaski,0,CN,1602725466,50,39.83,118.12,59.99,6.38
537,valdivia,88,NO,1602725471,78,71.04,27.85,40.17,20.33
538,egvekinot,55,AU,1602725473,64,-26.53,153.1,75.99,5.99
539,urumqi,97,CR,1602725475,88,9.52,-84.32,69.8,8.05
540,zhigalovo,90,RU,1602725477,92,66.42,112.4,21.2,8.95
541,moron,100,RU,1602725479,64,50.23,136.9,37.45,11.36
542,samarai,100,BR,1602725482,87,-24.06,-53.01,68.9,20.38
543,poso,75,CH,1602725484,75,47.18,8.46,44.6,4.7
544,port pirie,100,CD,1602725486,98,3.25,19.77,69.55,2.1
545,bonthe,1,US,1602725488,88,34.62,-79.01,62.6,4.88
546,mount isa,37,ES,1602725490,81,39.89,4.27,50,5.82
547,ngunguru,56,ES,1602725492,83,28.66,-17.92,69.8,6.93
548,daud khel,5,US,1602725282,13,34.39,-118.54,95,6.93
549,stoyba,75,LT,1602725497,93,54.37,24.33,39.2,1.12
550,fajardo,75,EE,1602725499,87,59.26,25.96,50,10.29
551,kampot,63,ID,1602725501,65,-8.35,113.61,85.42,4.61
552,kankavli,0,BR,1602725505,80,-3.28,-39.27,78.8,10.71
553,klyuchi,10,GL,1602725507,69,68.82,-51.19,33.8,1.12
554,belaya gora,75,US,1602725512,70,46.86,-114.05,46,8.05
555,kilindoni,14,PE,1602725514,86,-6.55,-78.65,53.46,3.24
556,novyy urengoy,1,US,1602725516,31,39.6,-110.81,64.4,12.75
557,shakawe,75,JP,1602725488,77,35.53,134.83,59,3.36
558,diamantino,25,MV,1602725520,75,0.53,72.93,82.9,14
559,ortakoy,1,US,1602725522,7,34.8,-106.54,80.6,8.05
560,chernyshevskiy,38,CN,1602725525,43,38.5,102.17,48.79,16.13
561,chalmette,75,CN,1602725527,57,25.02,118.29,77,13.42
562,atambua,5,BR,1602725529,80,-2.89,-40.12,78.37,14.67
563,bunia,29,PE,1602725531,86,-6.42,-76.53,68.76,3
564,shimoda,20,JP,1602725533,52,33.44,129.97,71.01,8.05
565,zhezkazgan,0,NA,1602725536,17,-28.02,18.75,72.25,10.33
566,ojinaga,1,US,1602725312,34,37.61,-122.49,78.8,17.22
567,seoul,90,TH,1602725540,100,17.85,102.58,73.4,6.93
568,cambridge,75,IS,1602725297,93,63.84,-22.43,46.4,27.51
569,san policarpo,0,MG,1602725544,79,-20.28,44.28,73.62,9.64
570,riyadh,0,SE,1602725546,86,65.83,21.69,37.4,11.41
571,sokoni,40,GH,1602725548,88,5.79,0.9,78.8,5.82
572,the valley,1,MM,1602725551,86,22.92,93.68,67.82,1.54
